	Indoor Sensors- Multihop
		
Reading#	Mote ID	Humidity	Tepmrature	Label
2287	3	45.67	27.11	0
2288	3	45.67	27.1	0
2289	3	45.64	27.13	0
2290	3	45.67	27.13	0
2291	3	45.7	27.14	0
2292	3	45.7	27.15	0
2293	3	45.7	27.16	0
2294	3	45.67	27.16	0
2295	3	45.67	27.17	0
2296	3	45.64	27.19	0
2297	3	45.64	27.19	0
2298	3	45.6	27.19	0
2299	3	45.6	27.19	0
2300	3	45.6	27.2	0
2301	3	45.64	27.21	0
2302	3	45.6	27.2	0
2303	3	45.64	27.21	0
2304	3	45.67	27.22	0
2305	3	45.7	27.22	0
2306	3	45.7	27.23	0
2307	3	45.7	27.24	0
2308	3	45.7	27.24	0
2309	3	45.7	27.25	0
2310	3	45.7	27.26	0
2311	3	45.7	27.26	0
2312	3	45.7	27.27	0
2313	3	45.7	27.27	0
2314	3	45.7	27.28	0
2315	3	45.7	27.29	0
2316	3	45.67	27.28	0
2317	3	45.67	27.29	0
2318	3	45.7	27.29	0
2319	3	45.77	27.3	0
2320	3	45.8	27.29	0
2321	3	45.87	27.31	0
2322	3	45.9	27.31	0
2323	3	45.9	27.31	0
2324	3	45.9	27.31	0
2325	3	45.93	27.31	0
2326	3	45.93	27.31	0
2327	3	45.97	27.31	0
2328	3	46	27.33	0
2329	3	45.97	27.33	0
2330	3	45.97	27.34	0
2331	3	46	27.34	0
2332	3	46.03	27.35	0
2333	3	46.1	27.33	0
2334	3	46.16	27.35	0
2335	3	46.23	27.35	0
2336	3	46.23	27.35	0
2337	3	46.23	27.36	0
2338	3	46.2	27.37	0
2339	3	46.16	27.37	0
2340	3	46.13	27.37	0
2341	3	46.1	27.37	0
2342	3	46.1	27.37	0
2343	3	46.13	27.38	0
2344	3	46.16	27.38	0
2345	3	46.16	27.38	0
2346	3	46.23	27.38	0
2347	3	46.3	27.38	0
2348	3	46.33	27.38	0
2349	3	46.3	27.39	0
2350	3	46.3	27.38	0
2351	3	46.23	27.41	0
2352	3	46.23	27.4	0
2353	3	46.3	27.4	0
2354	3	46.43	27.41	0
2355	3	46.23	27.41	0
2356	3	46.03	27.41	0
2357	3	45.97	27.41	0
2358	3	45.93	27.4	0
2359	3	45.9	27.41	0
2360	3	45.9	27.42	0
2361	3	45.87	27.41	0
2362	3	45.84	27.42	0
2363	3	45.84	27.43	0
2364	3	45.84	27.42	0
2365	3	45.8	27.43	0
2366	3	45.87	27.43	0
2367	3	45.93	27.43	0
2368	3	45.87	27.43	0
2369	3	45.84	27.43	0
2370	3	45.77	27.43	0
2371	3	45.77	27.44	0
2372	3	45.77	27.45	0
2373	3	45.77	27.45	0
2374	3	45.77	27.45	0
2375	3	45.77	27.45	0
2376	3	45.7	27.45	0
2377	3	45.7	27.47	0
2378	3	45.7	27.46	0
2379	3	45.7	27.45	0
2380	3	45.77	27.45	0
2381	3	45.8	27.46	0
2382	3	45.87	27.46	0
2383	3	45.9	27.46	0
2384	3	45.9	27.45	0
2385	3	45.9	27.45	0
2386	3	45.87	27.45	0
2387	3	45.87	27.46	0
2388	3	45.87	27.47	0
2389	3	45.97	27.47	0
2390	3	46	27.47	0
2391	3	46.03	27.48	0
2392	3	45.97	27.47	0
2393	3	45.97	27.49	0
2394	3	45.97	27.49	0
2395	3	45.93	27.49	0
2396	3	45.9	27.48	0
2397	3	45.9	27.48	0
2398	3	45.9	27.49	0
2399	3	45.9	27.49	0
2400	3	45.9	27.49	0
2401	3	45.97	27.48	0
2402	3	46.03	27.49	0
2403	3	46.1	27.48	0
2404	3	46.43	27.49	0
2405	3	46.75	27.49	0
2406	3	46.62	27.47	0
2407	3	46.43	27.48	0
2408	3	46.36	27.48	0
2409	3	46.39	27.47	0
2410	3	46.49	27.46	0
2411	3	46.43	27.47	0
2412	3	46.36	27.47	0
2413	3	46.43	27.48	0
2414	3	46.52	27.47	0
2415	3	46.75	27.47	0
2416	3	47.02	27.48	0
2417	3	47.08	27.5	0
2418	3	47.05	27.51	0
2419	3	47.18	27.51	0
2420	3	47.15	27.52	0
2421	3	47.08	27.53	0
2422	3	47.02	27.54	0
2423	3	46.95	27.54	0
2424	3	71.01	35.49	1
2425	3	85.01	37.64	1
2426	3	76.42	48.43	1
2427	3	64.15	52.87	1
2428	3	67.58	47.73	1
2429	3	71.01	44.81	1
2430	3	74.31	42.3	1
2431	3	77.72	40.41	1
2432	3	80.91	38.37	1
2433	3	84.53	36.78	1
2434	3	86.38	35.52	1
2435	3	87.08	34.57	1
2436	3	88.21	33.49	1
2437	3	88.24	32.63	1
2438	3	88.36	31.87	1
2439	3	88.78	31.27	1
2440	3	89.46	30.83	1
2441	3	89.95	30.35	1
2442	3	90.22	29.87	1
2443	3	90.46	29.39	1
2444	3	90.99	29.07	1
2445	3	91.49	28.8	1
2446	3	91.71	28.48	1
2447	3	91.8	28.2	1
2448	3	91.9	27.93	1
2449	3	92.13	27.74	1
2450	3	92.3	27.52	1
2451	3	92.42	27.31	1
2452	3	92.7	27.19	1
2453	3	93.08	27.11	1
2454	3	93.13	26.99	1
2455	3	93.22	26.95	1
2456	3	92.98	26.79	1
2457	3	92.39	26.63	1
2458	3	92.04	26.52	1
2459	3	91.66	26.4	1
2460	3	91.42	26.35	1
2461	3	91.23	26.31	1
2462	3	90.24	26.23	1
2463	3	86.88	26.1	1
2464	3	85.17	26.04	1
2465	3	84.45	26.01	1
2466	3	82.01	25.96	1
2467	3	75.55	25.94	1
2468	3	73.78	25.94	1
2469	3	74.2	25.93	1
2470	3	73.4	25.94	1
2471	3	72.87	25.94	1
2472	3	73.26	25.95	1
2473	3	72.7	25.95	1
2474	3	71.1	25.91	1
2475	3	69.22	25.88	1
2476	3	68.39	25.88	1
2477	3	67.84	25.87	1
2478	3	67.52	25.85	1
2479	3	68.24	25.87	1
2480	3	71.27	25.92	1
2481	3	73.51	25.93	1
2482	3	72.78	25.93	1
2483	3	70.27	25.92	1
2484	3	68.01	25.93	1
2485	3	67.08	25.92	1
2486	3	66.59	25.94	1
2487	3	67.84	25.97	1
2488	3	71.07	26.01	1
2489	3	72.28	26.02	1
2490	3	72.61	26.05	1
2491	3	72.98	26.08	1
2492	3	72.78	26.09	1
2493	3	72.33	26.12	1
2494	3	71.77	26.13	1
2495	3	69.93	26.14	1
2496	3	67.26	26.16	1
2497	3	65.8	26.17	1
2498	3	64.59	26.19	1
2499	3	63.47	26.21	1
2500	3	62.81	26.23	1
2501	3	62.93	26.27	1
2502	3	62.93	26.28	1
2503	3	62.63	26.32	1
2504	3	62.12	26.36	1
2505	3	60.92	26.38	1
2506	3	59.89	26.41	1
2507	3	58.33	26.43	1
2508	3	56.57	26.45	1
2509	3	55.64	26.48	1
2510	3	54.95	26.51	1
2511	3	54.45	26.54	1
2512	3	54.07	26.58	1
2513	3	53.57	26.61	1
2514	3	53.1	26.65	1
2515	3	52.75	26.69	1
2516	3	52.65	26.74	1
2517	3	52.4	26.77	1
2518	3	52.14	26.83	1
2519	3	51.95	26.87	1
2520	3	51.73	26.9	1
2521	3	51.44	26.94	1
2522	3	51.19	26.98	1
2523	3	51.09	27	1
2524	3	50.96	27.04	0
2525	3	50.9	27.06	0
2526	3	50.77	27.09	0
2527	3	50.64	27.11	0
2528	3	50.51	27.14	0
2529	3	50.39	27.16	0
2530	3	50.23	27.18	0
2531	3	50.06	27.2	0
2532	3	49.87	27.22	0
2533	3	49.74	27.23	0
2534	3	49.65	27.27	0
2535	3	49.58	27.28	0
2536	3	49.45	27.3	0
2537	3	49.32	27.32	0
2538	3	49.16	27.34	0
2539	3	49.16	27.35	0
2540	3	49.13	27.37	0
2541	3	49.03	27.37	0
2542	3	49	27.38	0
2543	3	48.94	27.4	0
2544	3	48.9	27.41	0
2545	3	48.84	27.41	0
2546	3	48.81	27.42	0
2547	3	48.74	27.44	0
2548	3	48.68	27.46	0
2549	3	48.64	27.45	0
2550	3	48.64	27.47	0
2551	3	48.64	27.49	0
2552	3	48.58	27.5	0
2553	3	48.48	27.51	0
2554	3	48.42	27.51	0
2555	3	48.35	27.52	0
2556	3	48.32	27.53	0
2557	3	48.32	27.54	0
2558	3	48.32	27.55	0
2559	3	48.38	27.55	0
2560	3	48.42	27.58	0
2561	3	48.38	27.58	0
2562	3	48.35	27.58	0
2563	3	48.29	27.58	0
2564	3	48.22	27.58	0
2565	3	48.19	27.59	0
2566	3	48.19	27.61	0
2567	3	48.22	27.61	0
2568	3	48.25	27.61	0
2569	3	48.29	27.6	0
2570	3	48.29	27.62	0
2571	3	48.25	27.62	0
2572	3	48.19	27.64	0
2573	3	48.12	27.64	0
2574	3	48.06	27.65	0
2575	3	48.06	27.65	0
2576	3	48.06	27.66	0
2577	3	48.16	27.66	0
2578	3	48.16	27.66	0
2579	3	48.12	27.67	0
2580	3	48.12	27.67	0
2581	3	48.06	27.67	0
2582	3	48.03	27.67	0
2583	3	47.99	27.68	0
2584	3	47.96	27.67	0
2585	3	47.9	27.69	0
2586	3	47.86	27.69	0
2587	3	47.8	27.68	0
2588	3	47.86	27.7	0
2589	3	47.83	27.7	0
2590	3	47.83	27.71	0
2591	3	47.86	27.72	0
2592	3	47.83	27.72	0
2593	3	47.83	27.72	0
2594	3	47.8	27.73	0
2595	3	47.73	27.73	0
2596	3	47.7	27.73	0
2597	3	47.64	27.74	0
2598	3	47.6	27.74	0
2599	3	47.6	27.75	0
2600	3	47.6	27.74	0
2601	3	47.64	27.75	0
2602	3	47.6	27.74	0
2603	3	47.67	27.76	0
2604	3	47.67	27.75	0
2605	3	47.67	27.75	0
2606	3	47.7	27.75	0
2607	3	47.67	27.75	0
2608	3	47.67	27.75	0
2609	3	47.6	27.77	0
2610	3	47.6	27.77	0
2611	3	47.6	27.76	0
2612	3	47.57	27.78	0
2613	3	47.54	27.77	0
2614	3	47.51	27.77	0
2615	3	47.51	27.77	0
2616	3	47.51	27.78	0
2617	3	47.51	27.79	0
2618	3	47.54	27.77	0
2619	3	47.54	27.77	0
2620	3	47.54	27.78	0
2621	3	47.51	27.77	0
2622	3	47.47	27.78	0
2623	3	47.47	27.79	0
2624	3	47.47	27.78	0
2625	3	47.41	27.79	0
2626	3	47.38	27.78	0
2627	3	47.34	27.77	0
2628	3	47.31	27.79	0
2629	3	47.28	27.79	0
2630	3	47.28	27.79	0
2631	3	47.21	27.81	0
2632	3	47.21	27.8	0
2633	3	47.21	27.8	0
2634	3	47.21	27.79	0
2635	3	47.28	27.81	0
2636	3	47.38	27.81	0
2637	3	47.38	27.81	0
2638	3	47.34	27.82	0
2639	3	47.34	27.82	0
2640	3	47.38	27.82	0
2641	3	47.34	27.82	0
2642	3	47.41	27.81	0
2643	3	47.41	27.81	0
2644	3	47.38	27.81	0
2645	3	47.38	27.79	0
2646	3	47.34	27.81	0
2647	3	47.34	27.81	0
2648	3	47.34	27.8	0
2649	3	47.31	27.81	0
2650	3	47.31	27.81	0
2651	3	47.31	27.81	0
2652	3	47.34	27.82	0
2653	3	47.31	27.82	0
2654	3	47.34	27.83	0
2655	3	47.34	27.83	0
2656	3	47.34	27.84	0
2657	3	47.34	27.83	0
2658	3	47.34	27.83	0
2659	3	47.44	27.83	0
2660	3	47.51	27.84	0
2661	3	47.54	27.86	0
2662	3	47.57	27.83	0
2663	3	47.6	27.84	0
2664	3	47.67	27.83	0
2665	3	47.8	27.83	0
2666	3	47.9	27.83	0
2667	3	47.93	27.84	0
2668	3	47.86	27.83	0
2669	3	47.8	27.84	0
2670	3	47.73	27.83	0
2671	3	47.77	27.84	0
2672	3	47.77	27.85	0
2673	3	47.73	27.84	0
2674	3	47.7	27.85	0
2675	3	47.67	27.85	0
2676	3	47.7	27.86	0
2677	3	47.7	27.85	0
2678	3	47.73	27.87	0
2679	3	47.73	27.87	0
2680	3	47.7	27.85	0
2681	3	47.73	27.86	0
2682	3	47.73	27.86	0
2683	3	47.73	27.85	0
2684	3	47.73	27.86	0
2685	3	47.77	27.86	0
2686	3	47.8	27.85	0
2687	3	47.8	27.85	0
2688	3	47.8	27.85	0
2689	3	47.83	27.87	0
2690	3	47.86	27.86	0
2691	3	47.9	27.86	0
2692	3	47.86	27.87	0
2693	3	47.8	27.86	0
2694	3	47.73	27.87	0
2695	3	47.7	27.87	0
2696	3	47.67	27.87	0
2697	3	47.7	27.87	0
2698	3	47.77	27.88	0
2699	3	47.73	27.89	0
2700	3	47.73	27.89	0
2701	3	47.73	27.88	0
2702	3	47.73	27.88	0
2703	3	47.73	27.87	0
2704	3	47.8	27.88	0
2705	3	47.77	27.88	0
2706	3	47.7	27.88	0
2707	3	47.67	27.89	0
2708	3	47.67	27.89	0
2709	3	47.64	27.89	0
2710	3	47.57	27.87	0
2711	3	47.54	27.89	0
2712	3	47.54	27.88	0
2713	3	47.54	27.89	0
2714	3	47.6	27.9	0
2715	3	47.6	27.89	0
2716	3	47.6	27.91	0
2717	3	47.64	27.89	0
2718	3	47.67	27.89	0
2719	3	47.73	27.9	0
2720	3	47.9	27.9	0
2721	3	47.9	27.89	0
2722	3	47.9	27.91	0
2723	3	47.86	27.91	0
2724	3	47.83	27.89	0
2725	3	47.8	27.9	0
2726	3	47.73	27.91	0
2727	3	47.83	27.91	0
2728	3	47.83	27.9	0
2729	3	47.86	27.91	0
2730	3	47.9	27.92	0
2731	3	47.8	27.92	0
2732	3	47.73	27.91	0
2733	3	47.67	27.91	0
2734	3	47.6	27.9	0
2735	3	47.6	27.91	0
2736	3	47.6	27.91	0
2737	3	47.67	27.91	0
2738	3	47.67	27.91	0
2739	3	47.67	27.89	0
2740	3	47.6	27.89	0
2741	3	47.7	27.89	0
2742	3	47.7	27.87	0
2743	3	47.67	27.85	0
2744	3	47.64	27.84	0
2745	3	47.64	27.84	0
2746	3	47.6	27.83	0
2747	3	47.51	27.82	0
2748	3	47.34	27.82	0
2749	3	47.15	27.81	0
2750	3	47.05	27.8	0
2751	3	47.02	27.66	0
2752	3	46.92	27.65	0
2753	3	46.69	27.67	0
2754	3	46.75	27.66	0
2755	3	46.75	27.66	0
2756	3	46.75	27.65	0
2757	3	46.62	27.63	0
2758	3	46.59	27.63	0
2759	3	46.56	27.62	0
2760	3	46.49	27.6	0
2761	3	46.39	27.59	0
2762	3	46.39	27.58	0
2763	3	46.46	27.59	0
2764	3	46.56	27.58	0
2765	3	46.69	27.58	0
2766	3	46.69	27.58	0
2767	3	46.69	27.58	0
2768	3	46.72	27.57	0
2769	3	46.49	27.56	0
2770	3	46.3	27.56	0
2771	3	46.23	27.55	0
2772	3	46.49	27.55	0
2773	3	46.59	27.56	0
2774	3	46.82	27.57	0
2775	3	46.75	27.57	0
2776	3	46.85	27.57	0
2777	3	46.85	27.57	0
2778	3	46.72	27.56	0
2779	3	46.75	27.57	0
2780	3	46.75	27.56	0
2781	3	46.62	27.57	0
2782	3	46.52	27.56	0
2783	3	46.46	27.57	0
2784	3	46.36	27.55	0
2785	3	46.36	27.55	0
2786	3	46.46	27.56	0
2787	3	46.36	27.54	0
2788	3	46.13	27.53	0
2789	3	46.13	27.55	0
2790	3	46.2	27.53	0
2791	3	46.26	27.53	0
2792	3	46.33	27.53	0
2793	3	46.43	27.55	0
2794	3	46.39	27.55	0
2795	3	46.3	27.54	0
2796	3	46.26	27.54	0
2797	3	46.23	27.54	0
2798	3	46.36	27.53	0
2799	3	46.23	27.5	0
2800	3	46.3	27.5	0
2801	3	46.13	27.51	0
2802	3	46.03	27.51	0
2803	3	45.93	27.5	0
2804	3	45.93	27.47	0
2805	3	45.64	27.46	0
2806	3	45.84	27.48	0
2807	3	46.07	27.47	0
2808	3	46.16	27.48	0
2809	3	46.13	27.49	0
2810	3	46.13	27.46	0
2811	3	46.16	27.48	0
2812	3	46.07	27.48	0
2813	3	46	27.49	0
2814	3	45.97	27.49	0
2815	3	45.97	27.49	0
2816	3	45.97	27.5	0
2817	3	45.97	27.5	0
2818	3	45.9	27.51	0
2819	3	45.8	27.5	0
2820	3	45.77	27.49	0
2821	3	45.7	27.51	0
2822	3	45.8	27.51	0
2823	3	45.84	27.5	0
2824	3	45.7	27.48	0
2825	3	45.77	27.49	0
2826	3	45.67	27.5	0
2827	3	45.57	27.48	0
2828	3	45.47	27.48	0
2829	3	45.47	27.47	0
2830	3	45.67	27.48	0
2831	3	45.7	27.48	0
2832	3	45.67	27.5	0
2833	3	45.74	27.49	0
2834	3	45.6	27.48	0
2835	3	45.77	27.47	0
2836	3	45.77	27.46	0
2837	3	45.54	27.44	0
2838	3	45.54	27.44	0
2839	3	45.44	27.45	0
2840	3	45.51	27.44	0
2841	3	45.64	27.43	0
2842	3	45.51	27.41	0
2843	3	45.44	27.42	0
2844	3	45.51	27.41	0
2845	3	45.44	27.39	0
2846	3	45.51	27.39	0
2847	3	45.6	27.41	0
2848	3	45.64	27.4	0
2849	3	45.67	27.39	0
2850	3	45.84	27.4	0
2851	3	45.9	27.43	0
2852	3	45.7	27.41	0
2853	3	45.87	27.43	0
2854	3	45.9	27.43	0
2855	3	45.93	27.42	0
2856	3	45.93	27.42	0
2857	3	46.1	27.43	0
2858	3	45.9	27.41	0
2859	3	45.77	27.44	0
2860	3	45.84	27.41	0
2861	3	45.84	27.42	0
2862	3	45.8	27.41	0
2863	3	45.77	27.41	0
2864	3	45.64	27.4	0
2865	3	45.8	27.39	0
2866	3	45.9	27.4	0
2867	3	45.87	27.39	0
2868	3	45.9	27.39	0
2869	3	45.87	27.38	0
2870	3	45.7	27.39	0
2871	3	45.57	27.39	0
2872	3	45.7	27.38	0
2873	3	45.74	27.39	0
2874	3	45.64	27.37	0
2875	3	45.77	27.39	0
2876	3	45.87	27.36	0
2877	3	45.84	27.37	0
2878	3	45.77	27.37	0
2879	3	45.64	27.36	0
2880	3	45.67	27.36	0
2881	3	45.77	27.35	0
2882	3	45.6	27.35	0
2883	3	45.57	27.35	0
2884	3	45.51	27.35	0
2885	3	45.67	27.34	0
2886	3	45.6	27.36	0
2887	3	45.6	27.35	0
2888	3	45.64	27.36	0
2889	3	45.57	27.36	0
2890	3	45.64	27.37	0
2891	3	46	27.36	0
2892	3	46.3	27.37	0
2893	3	46.39	27.37	0
2894	3	46.36	27.38	0
2895	3	46.46	27.37	0
2896	3	46.49	27.39	0
2897	3	46.56	27.39	0
2898	3	46.56	27.39	0
2899	3	46.59	27.41	0
2900	3	46.49	27.4	0
2901	3	46.49	27.41	0
2902	3	46.56	27.39	0
2903	3	46.62	27.38	0
2904	3	46.16	27.39	0
2905	3	45.64	27.39	0
2906	3	45.28	27.4	0
2907	3	45.08	27.39	0
2908	3	45.01	27.39	0
2909	3	45.01	27.39	0
2910	3	45.01	27.41	0
2911	3	45.01	27.41	0
2912	3	45.04	27.41	0
2913	3	45.11	27.42	0
2914	3	45.18	27.42	0
2915	3	45.24	27.43	0
2916	3	45.24	27.44	0
2917	3	45.31	27.45	0
2918	3	45.34	27.45	0
2919	3	45.37	27.45	0
2920	3	45.44	27.46	0
2921	3	45.51	27.47	0
2922	3	45.57	27.48	0
2923	3	45.54	27.47	0
2924	3	45.51	27.48	0
2925	3	45.44	27.47	0
2926	3	45.47	27.48	0
2927	3	45.51	27.5	0
2928	3	45.51	27.49	0
2929	3	45.44	27.5	0
2930	3	45.41	27.49	0
2931	3	45.37	27.5	0
2932	3	45.37	27.51	0
2933	3	45.37	27.52	0
2934	3	45.37	27.52	0
2935	3	45.37	27.53	0
2936	3	45.41	27.54	0
2937	3	45.41	27.53	0
2938	3	45.44	27.54	0
2939	3	45.47	27.54	0
2940	3	45.47	27.54	0
2941	3	45.54	27.55	0
2942	3	45.64	27.55	0
2943	3	45.7	27.55	0
2944	3	45.77	27.56	0
2945	3	45.84	27.58	0
2946	3	45.87	27.57	0
2947	3	45.9	27.57	0
2948	3	45.9	27.58	0
2949	3	45.9	27.59	0
2950	3	45.9	27.6	0
2951	3	45.9	27.61	0
2952	3	45.93	27.61	0
2953	3	45.93	27.61	0
2954	3	45.93	27.63	0
2955	3	45.93	27.64	0
2956	3	45.93	27.63	0
2957	3	45.9	27.63	0
2958	3	45.9	27.65	0
2959	3	45.9	27.65	0
2960	3	45.93	27.65	0
2961	3	45.97	27.65	0
2962	3	46	27.66	0
2963	3	46.03	27.66	0
2964	3	46.03	27.66	0
2965	3	46.03	27.67	0
2966	3	46.07	27.67	0
2967	3	46.03	27.67	0
2968	3	46.07	27.67	0
2969	3	46.03	27.67	0
2970	3	46.07	27.69	0
2971	3	46.07	27.69	0
2972	3	46.1	27.7	0
2973	3	46.1	27.7	0
2974	3	46.1	27.7	0
2975	3	46.03	27.7	0
2976	3	46	27.7	0
2977	3	45.97	27.72	0
2978	3	45.97	27.71	0
2979	3	45.93	27.71	0
2980	3	45.97	27.71	0
2981	3	46	27.71	0
2982	3	46.03	27.73	0
2983	3	46.07	27.71	0
2984	3	46.1	27.71	0
2985	3	46.16	27.72	0
2986	3	46.23	27.73	0
2987	3	46.26	27.73	0
2988	3	46.3	27.72	0
2989	3	46.36	27.72	0
2990	3	46.39	27.73	0
2991	3	46.43	27.73	0
2992	3	46.49	27.73	0
2993	3	46.49	27.74	0
2994	3	46.56	27.73	0
2995	3	46.56	27.74	0
2996	3	46.59	27.75	0
2997	3	46.62	27.75	0
2998	3	46.62	27.75	0
2999	3	46.66	27.75	0
3000	3	46.66	27.76	0
3001	3	46.69	27.75	0
3002	3	46.69	27.76	0
3003	3	46.69	27.75	0
3004	3	46.69	27.76	0
3005	3	46.69	27.76	0
3006	3	46.69	27.76	0
3007	3	46.72	27.77	0
3008	3	46.75	27.76	0
3009	3	46.72	27.77	0
3010	3	46.75	27.77	0
3011	3	46.72	27.76	0
3012	3	46.72	27.78	0
3013	3	46.69	27.78	0
3014	3	46.72	27.77	0
3015	3	46.72	27.78	0
3016	3	46.75	27.79	0
3017	3	46.75	27.8	0
3018	3	46.79	27.78	0
3019	3	46.82	27.79	0
3020	3	46.79	27.79	0
3021	3	46.79	27.79	0
3022	3	46.82	27.79	0
3023	3	46.82	27.78	0
3024	3	46.89	27.79	0
3025	3	46.92	27.79	0
3026	3	46.95	27.79	0
3027	3	46.98	27.79	0
3028	3	47.02	27.79	0
3029	3	47.08	27.79	0
3030	3	47.15	27.79	0
3031	3	47.15	27.8	0
3032	3	47.21	27.79	0
3033	3	47.18	27.79	0
3034	3	47.21	27.8	0
3035	3	47.21	27.8	0
3036	3	47.28	27.8	0
3037	3	47.28	27.81	0
3038	3	47.28	27.81	0
3039	3	47.34	27.8	0
3040	3	47.38	27.81	0
3041	3	47.41	27.81	0
3042	3	47.41	27.81	0
3043	3	47.47	27.8	0
3044	3	47.47	27.8	0
3045	3	47.47	27.81	0
3046	3	47.44	27.82	0
3047	3	47.54	27.81	0
3048	3	47.93	27.81	0
3049	3	47.99	27.81	0
3050	3	47.9	27.81	0
3051	3	47.73	27.81	0
3052	3	47.54	27.81	0
3053	3	47.44	27.82	0
3054	3	47.34	27.83	0
3055	3	47.15	27.84	0
3056	3	46.82	27.84	0
3057	3	46.56	27.84	0
3058	3	46.3	27.83	0
3059	3	46.26	27.83	0
3060	3	46.36	27.83	0
3061	3	46.36	27.82	0
3062	3	46.3	27.8	0
3063	3	46.23	27.79	0
3064	3	46.1	27.8	0
3065	3	46.07	27.79	0
3066	3	46.2	27.79	0
3067	3	46.3	27.79	0
3068	3	46.3	27.78	0
3069	3	46.23	27.79	0
3070	3	46.16	27.77	0
3071	3	46.03	27.78	0
3072	3	45.9	27.77	0
3073	3	45.84	27.78	0
3074	3	45.7	27.77	0
3075	3	45.7	27.77	0
3076	3	45.7	27.77	0
3077	3	45.67	27.77	0
3078	3	45.67	27.76	0
3079	3	45.64	27.75	0
3080	3	45.6	27.75	0
3081	3	45.57	27.75	0
3082	3	45.57	27.75	0
3083	3	45.51	27.74	0
3084	3	45.54	27.71	0
3085	3	45.54	27.71	0
3086	3	45.57	27.7	0
3087	3	45.54	27.69	0
3088	3	45.44	27.69	0
3089	3	45.31	27.67	0
3090	3	45.44	27.68	0
3091	3	45.7	27.67	0
3092	3	45.84	27.67	0
3093	3	45.9	27.68	0
3094	3	45.77	27.67	0
3095	3	45.57	27.66	0
3096	3	45.67	27.65	0
3097	3	45.74	27.65	0
3098	3	45.74	27.64	0
3099	3	45.74	27.65	0
3100	3	45.7	27.63	0
3101	3	45.64	27.63	0
3102	3	45.51	27.63	0
3103	3	45.24	27.61	0
3104	3	45.01	27.59	0
3105	3	44.95	27.58	0
3106	3	45.24	27.57	0
3107	3	45.34	27.57	0
3108	3	45.47	27.57	0
3109	3	45.44	27.55	0
3110	3	45.44	27.55	0
3111	3	45.47	27.56	0
3112	3	45.41	27.55	0
3113	3	45.37	27.54	0
3114	3	45.34	27.53	0
3115	3	45.31	27.55	0
3116	3	45.28	27.54	0
3117	3	45.24	27.52	0
3118	3	45.24	27.51	0
3119	3	45.28	27.51	0
3120	3	45.24	27.49	0
3121	3	45.18	27.49	0
3122	3	45.04	27.47	0
3123	3	45.11	27.47	0
3124	3	45.08	27.47	0
3125	3	45.08	27.45	0
3126	3	45.01	27.45	0
3127	3	45.04	27.44	0
3128	3	45.04	27.43	0
3129	3	44.98	27.43	0
3130	3	44.98	27.41	0
3131	3	44.98	27.41	0
3132	3	44.91	27.41	0
3133	3	44.91	27.41	0
3134	3	44.81	27.39	0
3135	3	44.85	27.39	0
3136	3	44.78	27.37	0
3137	3	44.71	27.37	0
3138	3	44.68	27.37	0
3139	3	44.68	27.36	0
3140	3	44.65	27.36	0
3141	3	44.71	27.34	0
3142	3	44.78	27.34	0
3143	3	44.78	27.33	0
3144	3	44.81	27.33	0
3145	3	44.85	27.32	0
3146	3	44.78	27.31	0
3147	3	44.75	27.31	0
3148	3	44.65	27.32	0
3149	3	44.61	27.32	0
3150	3	44.52	27.31	0
3151	3	44.58	27.3	0
3152	3	44.61	27.3	0
3153	3	44.58	27.29	0
3154	3	44.58	27.29	0
3155	3	44.58	27.28	0
3156	3	44.61	27.27	0
3157	3	44.58	27.26	0
3158	3	44.58	27.26	0
3159	3	44.45	27.23	0
3160	3	44.38	27.21	0
3161	3	44.48	27.21	0
3162	3	44.58	27.2	0
3163	3	44.58	27.19	0
3164	3	44.61	27.2	0
3165	3	44.58	27.19	0
3166	3	44.55	27.18	0
3167	3	44.52	27.18	0
3168	3	44.48	27.17	0
3169	3	44.52	27.17	0
3170	3	44.52	27.15	0
3171	3	44.58	27.16	0
3172	3	44.58	27.15	0
3173	3	44.52	27.15	0
3174	3	44.52	27.13	0
3175	3	44.52	27.13	0
3176	3	44.45	27.12	0
3177	3	44.38	27.09	0
3178	3	44.38	27.08	0
3179	3	44.42	27.07	0
3180	3	44.48	27.07	0
3181	3	44.45	27.07	0
3182	3	44.45	27.06	0
3183	3	44.45	27.03	0
3184	3	44.45	27	0
3185	3	44.45	26.97	0
3186	3	44.52	27	0
3187	3	44.52	27.02	0
3188	3	44.55	27	0
3189	3	44.55	27.01	0
3190	3	44.52	27	0
3191	3	44.48	27	0
3192	3	44.52	26.99	0
3193	3	44.52	26.99	0
3194	3	44.48	26.99	0
3195	3	44.48	26.98	0
3196	3	44.48	26.97	0
3197	3	44.45	26.96	0
3198	3	44.38	26.94	0
3199	3	44.42	26.93	0
3200	3	44.45	26.94	0
3201	3	44.52	26.92	0
3202	3	44.52	26.94	0
3203	3	44.52	26.93	0
3204	3	44.45	26.91	0
3205	3	44.52	26.91	0
3206	3	44.52	26.9	0
3207	3	44.48	26.87	0
3208	3	44.45	26.87	0
3209	3	44.48	26.86	0
3210	3	44.42	26.86	0
3211	3	44.48	26.86	0
3212	3	44.52	26.87	0
3213	3	44.48	26.86	0
3214	3	44.45	26.87	0
3215	3	44.45	26.87	0
3216	3	44.48	26.87	0
3217	3	44.45	26.88	0
3218	3	44.45	26.87	0
